Age,Rack,Repetition,Replicate,Tube,Nuclear,Mito,Diet,Time (sec),Dy (Vertical Velocity) (px/sec),Dz (Speed),Dy (cm/sec),Mean Velocity (cm/sec),Dy,Dz
old,1,1,1,24,3,C,V,6,86.666,87.034,2.4439812,,,
old,1,1,1,24,3,C,V,9,92,92.347,2.5944,,,
old,2,1,1,1,3,G,IV,3,33.333,33.333,0.9399906,1.33479765,,
old,2,1,1,1,3,G,IV,6,53.333,53.599,1.5039906,,,
old,2,1,1,1,3,G,IV,9,65.334,65.348,1.8424188,,,
old,2,1,1,2,3,G,IV,3,36,37.547,1.0152,,,
old,2,1,1,2,3,G,IV,6,30.667,30.696,0.8648094,,,
old,2,1,1,2,3,G,IV,9,38.666,38.689,1.0903812,,,
old,2,1,1,3,3,G,IV,3,90.667,91.292,2.5568094,,,
old,2,1,1,3,3,G,IV,6,40,44.721,1.128,,,
old,2,1,1,3,3,G,IV,9,61.333,62.496,1.7295906,,,
old,2,1,1,4,3,G,IV,3,2.666,8.433,0.0751812,,,
old,2,1,1,4,3,G,IV,6,52,53.083,1.4664,,,
old,2,1,1,4,3,G,IV,9,64,64.883,1.8048,,,
old,2,1,1,5,3,G,II,3,110.667,111.18,3.1208094,2.7040651,,
old,2,1,1,5,3,G,II,6,161.333,162.409,4.5495906,,,
old,2,1,1,5,3,G,II,9,161.333,161.779,4.5495906,,,
old,2,1,1,6,3,G,II,3,112,112.791,3.1584,,,
old,2,1,1,6,3,G,II,6,49.334,50.209,1.3912188,,,
old,2,1,1,6,3,G,II,9,50.666,50.946,1.4287812,,,
old,2,1,1,7,3,G,II,3,126.666,126.729,3.5719812,,,
old,2,1,1,7,3,G,II,6,137.334,137.36,3.8728188,,,
old,2,1,1,7,3,G,II,9,98.666,99.106,2.7823812,,,
old,2,1,1,8,3,G,II,3,8,9.615,0.2256,,,
old,2,1,1,8,3,G,II,6,52,52.154,1.4664,,,
old,2,1,1,8,3,G,II,9,82.667,82.678,2.3312094,,,
old,2,1,1,9,3,G,V,3,144,144.025,4.0608,1.6575302,,
old,2,1,1,9,3,G,V,6,104,104.213,2.9328,,,
old,2,1,1,9,3,G,V,9,113.333,114.457,3.1959906,,,
old,2,1,1,10,3,G,V,3,-8,9.615,-0.2256,,,
old,2,1,1,10,3,G,V,6,17.333,19.09,0.4887906,,,
old,2,1,1,10,3,G,V,9,116,116.031,3.2712,,,
old,2,1,1,11,3,G,V,3,48,48.166,1.3536,,,
old,2,1,1,11,3,G,V,6,49.333,49.351,1.3911906,,,
old,2,1,1,11,3,G,V,9,93.333,93.333,2.6319906,,,
old,2,1,1,12,3,G,V,3,17.333,18.571,0.4887906,,,
old,2,1,1,12,3,G,V,6,0,17.333,0,,,
old,2,1,1,12,3,G,V,9,10.667,10.667,0.3008094,,,
old,2,1,1,13,3,I,IV,3,53.334,55.682,1.5040188,1.7045349,,
old,2,1,1,13,3,I,IV,6,93.333,93.333,2.6319906,,,
old,2,1,1,13,3,I,IV,9,65.333,66.198,1.8423906,,,
old,2,1,1,14,3,I,IV,3,17.334,17.538,0.4888188,,,
old,2,1,1,14,3,I,IV,6,24,24.331,0.6768,,,
old,2,1,1,14,3,I,IV,9,68,68.013,1.9176,,,
old,2,1,1,15,3,I,IV,3,26.666,26.799,0.7519812,,,
old,2,1,1,15,3,I,IV,6,48,48.166,1.3536,,,
old,2,1,1,15,3,I,IV,9,-22.666,23.016,-0.6391812,,,
old,2,1,1,16,3,I,IV,3,122.667,122.928,3.4592094,,,
old,2,1,1,16,3,I,IV,6,130.666,130.693,3.6847812,,,
old,2,1,1,16,3,I,IV,9,98.667,98.748,2.7824094,,,
old,2,1,1,17,3,I,II,3,25.333,25.368,0.7143906,1.82673255,,
old,2,1,1,17,3,I,II,6,62.667,64.07,1.7672094,,,
old,2,1,1,17,3,I,II,9,58.667,59.21,1.6544094,,,
old,2,1,1,18,3,I,II,3,14.666,16.706,0.4135812,,,
old,2,1,1,18,3,I,II,6,81.334,81.607,2.2936188,,,
old,2,1,1,18,3,I,II,9,129.333,129.669,3.6471906,,,
old,2,1,1,19,3,I,II,3,169.333,169.522,4.7751906,,,
old,2,1,1,19,3,I,II,6,112,112.032,3.1584,,,
old,2,1,1,19,3,I,II,9,94.667,94.705,2.6696094,,,
old,2,1,1,20,3,I,II,3,10.667,13.334,0.3008094,,,
old,2,1,1,20,3,I,II,6,4,15.203,0.1128,,,
old,2,1,1,20,3,I,II,9,14.666,14.726,0.4135812,,,
old,2,1,1,21,3,I,V,3,2.667,8.433,0.0752094,0.55773725,,
old,2,1,1,21,3,I,V,6,0,9.333,0,,,
old,2,1,1,21,3,I,V,9,-9.333,22.07,-0.2631906,,,
old,2,1,1,22,3,I,V,3,82.667,83.352,2.3312094,,,
old,2,1,1,22,3,I,V,6,56,56.016,1.5792,,,
old,2,1,1,22,3,I,V,9,41.333,41.867,1.1655906,,,
old,2,1,1,23,3,I,V,3,13.334,13.921,0.3760188,,,
old,2,1,1,23,3,I,V,6,12,17.938,0.3384,,,
old,2,1,1,23,3,I,V,9,8,8,0.2256,,,
old,2,1,1,24,3,I,V,3,5.333,14.36,0.1503906,,,
old,2,1,1,24,3,I,V,6,9.334,9.334,0.2632188,,,
old,2,1,1,24,3,I,V,9,16,16.492,0.4512,,,
old,3,1,1,1,15,B,IV,3,132,132.027,3.7224,-0.4449302,,
old,3,1,1,1,15,B,IV,6,-114.666,117.431,-3.2335812,,,
old,3,1,1,1,15,B,IV,9,-16,45.568,-0.4512,,,
old,3,1,1,2,15,B,IV,3,66.667,69.602,1.8800094,,,
old,3,1,1,2,15,B,IV,6,66.666,66.879,1.8799812,,,
old,3,1,1,2,15,B,IV,9,-270.666,271.063,-7.6327812,,,
old,3,1,1,3,15,B,IV,3,-5.333,13.132,-0.1503906,,,
old,3,1,1,3,15,B,IV,6,-5.334,10.751,-0.1504188,,,
old,3,1,1,3,15,B,IV,9,73.334,90.677,2.0680188,,,
old,3,1,1,4,15,B,IV,3,44,44.181,1.2408,,,
old,3,1,1,4,15,B,IV,6,50.667,51.295,1.4288094,,,
old,3,1,1,4,15,B,IV,9,-210.667,210.772,-5.9408094,,,
old,3,1,1,5,15,B,II,3,48,49.477,1.3536,-0.6517302,,
old,3,1,1,5,15,B,II,6,12,12,0.3384,,,
old,3,1,1,5,15,B,II,9,-137.333,137.747,-3.8727906,,,
old,3,1,1,6,15,B,II,3,84,84.011,2.3688,,,
old,3,1,1,6,15,B,II,6,70.666,71.467,1.9927812,,,
old,3,1,1,6,15,B,II,9,-309.333,309.979,-8.7231906,,,
old,3,1,1,7,15,B,II,3,50.667,50.825,1.4288094,,,
old,3,1,1,7,15,B,II,6,84,84.264,2.3688,,,
old,3,1,1,7,15,B,II,9,-69.333,74.773,-1.9551906,,,
old,3,1,1,8,15,B,II,3,29.334,29.605,0.8272188,,,
old,3,1,1,8,15,B,II,6,21.333,21.989,0.6015906,,,
old,3,1,1,8,15,B,II,9,-161.333,163.978,-4.5495906,,,
old,3,1,1,9,15,B,V,3,5.333,6.666,0.1503906,-0.04386745,,
old,3,1,1,9,15,B,V,6,2.667,7.181,0.0752094,,,
old,3,1,1,9,15,B,V,9,-9.333,30.782,-0.2631906,,,
old,3,1,1,10,15,B,V,3,9.333,9.428,0.2631906,,,
old,3,1,1,10,15,B,V,6,20,24.037,0.564,,,
old,3,1,1,10,15,B,V,9,-24,43.267,-0.6768,,,
old,3,1,1,11,15,B,V,3,-1.334,10.75,-0.0376188,,,
old,3,1,1,11,15,B,V,6,0,6.667,0,,,
old,3,1,1,11,15,B,V,9,-17.333,44.82,-0.4887906,,,
old,3,1,1,12,15,B,V,3,-1.333,2.982,-0.0375906,,,
old,3,1,1,12,15,B,V,6,-1.333,1.333,-0.0375906,,,
old,3,1,1,12,15,B,V,9,-1.334,37.357,-0.0376188,,,
old,3,1,1,13,15,C,IV,3,-5.333,6.666,-0.1503906,0.0031349,,
old,3,1,1,13,15,C,IV,6,0,2.666,0,,,
old,3,1,1,13,15,C,IV,9,1.333,26.7,0.0375906,,,
old,3,1,1,14,15,C,IV,3,9.333,12.292,0.2631906,,,
old,3,1,1,14,15,C,IV,6,22.667,22.823,0.6392094,,,
old,3,1,1,14,15,C,IV,9,-24,47.796,-0.6768,,,
old,3,1,1,15,15,C,IV,3,-8,8,-0.2256,,,
old,3,1,1,15,15,C,IV,6,1.333,4.216,0.0375906,,,
old,3,1,1,15,15,C,IV,9,-1.333,34.692,-0.0375906,,,
old,3,1,1,16,15,C,IV,3,-2.666,2.666,-0.0751812,,,
old,3,1,1,16,15,C,IV,6,2.666,4.807,0.0751812,,,
old,3,1,1,16,15,C,IV,9,5.334,37.713,0.1504188,,,
old,3,1,1,17,15,C,II,3,9.333,9.333,0.2631906,0.0125349,,
old,3,1,1,17,15,C,II,6,-1.333,2.981,-0.0375906,,,
old,3,1,1,17,15,C,II,9,-24,56.064,-0.6768,,,
old,3,1,1,18,15,C,II,3,0,5.333,0,,,
old,3,1,1,18,15,C,II,6,1.334,1.886,0.0376188,,,
old,3,1,1,18,15,C,II,9,2.666,25.473,0.0751812,,,
old,3,1,1,19,15,C,II,3,-1.333,2.981,-0.0375906,,,
old,3,1,1,19,15,C,II,6,-1.333,4.216,-0.0375906,,,
old,3,1,1,19,15,C,II,9,0,42.666,0,,,
old,3,1,1,20,15,C,II,3,1.334,6.798,0.0376188,,,
old,3,1,1,20,15,C,II,6,6.666,6.666,0.1879812,,,
old,3,1,1,20,15,C,II,9,12,28.032,0.3384,,,
old,3,1,1,21,15,C,V,3,13.334,17.076,0.3760188,-0.07206745,,
old,3,1,1,21,15,C,V,6,12,13.132,0.3384,,,
old,3,1,1,21,15,C,V,9,-62.667,68.105,-1.7672094,,,
old,3,1,1,22,15,C,V,3,8,9.615,0.2256,,,
old,3,1,1,22,15,C,V,6,32,32.249,0.9024,,,
old,3,1,1,22,15,C,V,9,-32,43.41,-0.9024,,,
old,3,1,1,23,15,C,V,3,-4,19.091,-0.1128,,,
old,3,1,1,23,15,C,V,6,8,8,0.2256,,,
old,3,1,1,23,15,C,V,9,-10.667,50.473,-0.3008094,,,
old,3,1,1,24,15,C,V,3,1.333,2.982,0.0375906,,,
old,3,1,1,24,15,C,V,6,-1.333,2.982,-0.0375906,,,
old,3,1,1,24,15,C,V,9,5.333,11.926,0.1503906,,,
old,10,1,2,1,15,G,IV,3,4,12.649,0.1128,0.9838651,,
old,10,1,2,1,15,G,IV,6,4,11.392,0.1128,,,
old,10,1,2,1,15,G,IV,9,5.333,11.926,0.1503906,,,
old,10,1,2,2,15,G,IV,3,56,57.271,1.5792,,,
old,10,1,2,2,15,G,IV,6,82.666,82.934,2.3311812,,,
old,10,1,2,2,15,G,IV,9,66.667,66.72,1.8800094,,,
old,10,1,2,3,15,G,IV,3,46.666,47.347,1.3159812,,,
old,10,1,2,3,15,G,IV,6,80,80.543,2.256,,,
old,10,1,2,3,15,G,IV,9,68,68.326,1.9176,,,
old,10,1,2,4,15,G,IV,3,8,17.889,0.2256,,,
old,10,1,2,4,15,G,IV,6,-12,12.649,-0.3384,,,
old,10,1,2,4,15,G,IV,9,9.334,10.155,0.2632188,,,
old,10,1,2,5,15,G,II,3,132,132.672,3.7224,2.2685349,,
old,10,1,2,5,15,G,II,6,112,112.008,3.1584,,,
old,10,1,2,5,15,G,II,9,110.667,110.739,3.1208094,,,
old,10,1,2,6,15,G,II,3,121.334,121.517,3.4216188,,,
old,10,1,2,6,15,G,II,6,140,140.025,3.948,,,
old,10,1,2,6,15,G,II,9,132,132.027,3.7224,,,
old,10,1,2,7,15,G,II,3,82.667,82.678,2.3312094,,,
old,10,1,2,7,15,G,II,6,60,60.133,1.692,,,
old,10,1,2,7,15,G,II,9,62.666,62.68,1.7671812,,,
old,10,1,2,8,15,G,II,3,17.333,21.868,0.4887906,,,
old,10,1,2,8,15,G,II,6,-9.333,9.428,-0.2631906,,,
old,10,1,2,8,15,G,II,9,4,11.391,0.1128,,,
old,10,1,2,9,15,G,V,3,33.333,34.615,0.9399906,1.29406745,,
old,10,1,2,9,15,G,V,6,70.667,71.679,1.9928094,,,
old,10,1,2,9,15,G,V,9,121.333,121.333,3.4215906,,,
old,10,1,2,10,15,G,V,3,2.667,8.433,0.0752094,,,
old,10,1,2,10,15,G,V,6,37.333,38.482,1.0527906,,,
old,10,1,2,10,15,G,V,9,66.667,66.72,1.8800094,,,
old,10,1,2,11,15,G,V,3,12,13.132,0.3384,,,
old,10,1,2,11,15,G,V,6,-13.333,13.92,-0.3759906,,,
old,10,1,2,11,15,G,V,9,-4,12.649,-0.1128,,,
old,10,1,2,12,15,G,V,3,97.334,97.416,2.7448188,,,
old,10,1,2,12,15,G,V,6,61.333,61.564,1.7295906,,,
old,10,1,2,12,15,G,V,9,65.333,65.333,1.8423906,,,
old,10,1,2,13,15,I,IV,3,101.333,101.648,2.8575906,2.73539765,,
old,10,1,2,13,15,I,IV,6,104,104.009,2.9328,,,
old,10,1,2,13,15,I,IV,9,104,104.034,2.9328,,,
old,10,1,2,14,15,I,IV,3,104,104.307,2.9328,,,
old,10,1,2,14,15,I,IV,6,114.667,115.046,3.2336094,,,
old,10,1,2,14,15,I,IV,9,121.333,121.34,3.4215906,,,
old,10,1,2,15,15,I,IV,3,25.333,28.031,0.7143906,,,
old,10,1,2,15,15,I,IV,6,108,108.132,3.0456,,,
old,10,1,2,15,15,I,IV,9,96,96.037,2.7072,,,
old,10,1,2,16,15,I,IV,3,86.666,88.382,2.4439812,,,
old,10,1,2,16,15,I,IV,6,90.667,91.292,2.5568094,,,
old,10,1,2,16,15,I,IV,9,108,108.033,3.0456,,,
old,10,1,2,17,15,I,II,3,5.333,18.135,0.1503906,0.04700235,,
old,10,1,2,17,15,I,II,6,-9.333,10.154,-0.2631906,,,
old,10,1,2,17,15,I,II,9,13.333,14.36,0.3759906,,,
old,10,1,2,18,15,I,II,3,1.333,10.75,0.0375906,,,
old,10,1,2,18,15,I,II,6,9.333,9.707,0.2631906,,,
old,10,1,2,18,15,I,II,9,-2.666,12.293,-0.0751812,,,
old,10,1,2,19,15,I,II,3,1.334,17.385,0.0376188,,,
old,10,1,2,19,15,I,II,6,2.666,8.433,0.0751812,,,
old,10,1,2,19,15,I,II,9,-10.666,11.391,-0.3007812,,,
old,10,1,2,20,15,I,II,3,4,16.492,0.1128,,,
old,10,1,2,20,15,I,II,6,-12,12.074,-0.3384,,,
old,10,1,2,20,15,I,II,9,17.334,19.091,0.4888188,,,
old,10,1,2,21,15,I,V,3,25.333,28.627,0.7143906,1.97086745,,
old,10,1,2,21,15,I,V,6,81.333,81.333,2.2935906,,,
old,10,1,2,21,15,I,V,9,81.334,81.334,2.2936188,,,
old,10,1,2,22,15,I,V,3,78.667,79.219,2.2184094,,,
old,10,1,2,22,15,I,V,6,69.333,69.538,1.9551906,,,
old,10,1,2,22,15,I,V,9,69.333,69.333,1.9551906,,,
old,10,1,2,23,15,I,V,3,93.333,93.371,2.6319906,,,
old,10,1,2,23,15,I,V,6,76,76.047,2.1432,,,
old,10,1,2,23,15,I,V,9,85.334,85.594,2.4064188,,,
old,10,1,2,24,15,I,V,3,68,68.326,1.9176,,,
old,10,1,2,24,15,I,V,6,60,60.531,1.692,,,
old,10,1,2,24,15,I,V,9,50.667,50.947,1.4288094,,,
old,11,1,2,1,19,B,IV,3,69.333,69.384,1.9551906,2.23406745,,
old,11,1,2,1,19,B,IV,6,60,60.133,1.692,,,
old,11,1,2,1,19,B,IV,9,41.334,41.42,1.1656188,,,
old,11,1,2,2,19,B,IV,3,96,96.083,2.7072,,,
old,11,1,2,2,19,B,IV,6,96,96,2.7072,,,
old,11,1,2,2,19,B,IV,9,84,84.517,2.3688,,,
old,11,1,2,3,19,B,IV,3,46.667,46.971,1.3160094,,,
old,11,1,2,3,19,B,IV,6,53.333,55.681,1.5039906,,,
old,11,1,2,3,19,B,IV,9,48,48.166,1.3536,,,
old,11,1,2,4,19,B,IV,3,117.334,117.818,3.3088188,,,
old,11,1,2,4,19,B,IV,6,117.333,117.522,3.3087906,,,
old,11,1,2,4,19,B,IV,9,121.333,121.399,3.4215906,,,
old,11,1,2,5,19,B,II,3,86.667,86.708,2.4440094,2.82,,
old,11,1,2,5,19,B,II,6,84,84.011,2.3688,,,
old,11,1,2,5,19,B,II,9,77.333,77.344,2.1807906,,,
old,11,1,2,6,19,B,II,3,121.333,121.399,3.4215906,,,
old,11,1,2,6,19,B,II,6,116,116.031,3.2712,,,
old,11,1,2,6,19,B,II,9,109.333,109.406,3.0831906,,,
old,11,1,2,7,19,B,II,3,102.667,102.667,2.8952094,,,
old,11,1,2,7,19,B,II,6,98.667,98.811,2.7824094,,,
old,11,1,2,7,19,B,II,9,97.333,97.342,2.7447906,,,
old,11,1,2,8,19,B,II,3,109.333,109.366,3.0831906,,,
old,11,1,2,8,19,B,II,6,96,96.009,2.7072,,,
old,11,1,2,8,19,B,II,9,101.334,101.474,2.8576188,,,
old,11,1,2,9,19,B,V,3,102.667,103.366,2.8952094,2.91399765,,
old,11,1,2,9,19,B,V,6,116,116.031,3.2712,,,
old,11,1,2,9,19,B,V,9,117.333,117.454,3.3087906,,,
old,11,1,2,10,19,B,V,3,108,108.008,3.0456,,,
old,11,1,2,10,19,B,V,6,97.333,97.342,2.7447906,,,
old,11,1,2,10,19,B,V,9,93.334,93.334,2.6320188,,,
old,11,1,2,11,19,B,V,3,108,109.601,3.0456,,,
old,11,1,2,11,19,B,V,6,80,80.044,2.256,,,
old,11,1,2,11,19,B,V,9,82.666,82.934,2.3311812,,,
old,11,1,2,12,19,B,V,3,129.333,129.34,3.6471906,,,
old,11,1,2,12,19,B,V,6,109.333,109.463,3.0831906,,,
old,11,1,2,12,19,B,V,9,96,96.009,2.7072,,,
old,11,1,2,13,19,C,IV,3,80,81.584,2.256,2.3813302,,
old,11,1,2,13,19,C,IV,6,121.333,121.362,3.4215906,,,
old,11,1,2,13,19,C,IV,9,110.667,110.667,3.1208094,,,
old,11,1,2,14,19,C,IV,3,100,100.717,2.82,,,
old,11,1,2,14,19,C,IV,6,112,112.127,3.1584,,,
old,11,1,2,14,19,C,IV,9,94.666,94.666,2.6695812,,,
old,11,1,2,15,19,C,IV,3,73.333,73.345,2.0679906,,,
old,11,1,2,15,19,C,IV,6,49.333,49.405,1.3911906,,,
old,11,1,2,15,19,C,IV,9,52,52.426,1.4664,,,
old,11,1,2,16,19,C,IV,3,76,76,2.1432,,,
old,11,1,2,16,19,C,IV,6,73.333,73.442,2.0679906,,,
old,11,1,2,16,19,C,IV,9,70.667,70.68,1.9928094,,,
old,11,1,2,17,19,C,II,3,129.334,129.444,3.6472188,3.10513255,,
old,11,1,2,17,19,C,II,6,93.333,93.371,2.6319906,,,
old,11,1,2,17,19,C,II,9,84,84.095,2.3688,,,
old,11,1,2,18,19,C,II,3,80,80.1,2.256,,,
old,11,1,2,18,19,C,II,6,114.667,114.675,3.2336094,,,
old,11,1,2,18,19,C,II,9,98.666,98.666,2.7823812,,,
old,11,1,2,19,19,C,II,3,106.666,106.666,3.0079812,,,
old,11,1,2,19,19,C,II,6,112,112,3.1584,,,
old,11,1,2,19,19,C,II,9,94.667,94.751,2.6696094,,,
old,11,1,2,20,19,C,II,3,172,172.186,4.8504,,,
old,11,1,2,20,19,C,II,6,133.334,134.634,3.7600188,,,
old,11,1,2,20,19,C,II,9,102.666,103.365,2.8951812,,,
old,11,1,2,21,19,C,V,3,132,132.242,3.7224,2.13379765,,
old,11,1,2,21,19,C,V,6,97.333,97.479,2.7447906,,,
old,11,1,2,21,19,C,V,9,86.667,86.677,2.4440094,,,
old,11,1,2,22,19,C,V,3,65.334,66.681,1.8424188,,,
old,11,1,2,22,19,C,V,6,62.666,62.723,1.7671812,,,
old,11,1,2,22,19,C,V,9,60,60.059,1.692,,,
old,11,1,2,23,19,C,V,3,77.333,77.344,2.1807906,,,
old,11,1,2,23,19,C,V,6,74.667,74.715,2.1056094,,,
old,11,1,2,23,19,C,V,9,70.666,70.679,1.9927812,,,
old,11,1,2,24,19,C,V,3,53.333,53.4,1.5039906,,,
old,11,1,2,24,19,C,V,6,57.333,58.863,1.6167906,,,
old,11,1,2,24,19,C,V,9,70.667,70.717,1.9928094,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
